Distance_(pixels),Gray_Value
0,25.6667
1,26.0000
2,25.6667
3,28.3333
4,26.6667
5,25.6667
6,26.6667
7,26.3333
8,26.3333
9,27.0000
10,27.3333
11,27.3333
12,28.0000
13,26.0000
14,26.0000
15,25.6667
16,26.6667
17,27.3333
18,28.0000
19,26.0000
20,26.0000
21,25.3333
22,28.0000
23,28.0000
24,28.6667
25,31.3333
26,29.6667
27,27.6667
28,28.6667
29,27.6667
30,27.6667
31,25.3333
32,28.3333
33,27.0000
34,28.3333
35,28.0000
36,28.6667
37,27.3333
38,28.3333
39,28.3333
40,27.6667
41,28.6667
42,29.6667
43,28.6667
44,31.3333
45,32.0000
46,30.6667
47,28.3333
48,29.3333
49,28.6667
50,29.0000
51,28.6667
52,30.0000
53,29.3333
54,30.0000
55,29.3333
56,30.0000
57,31.6667
58,32.3333
59,31.6667
60,31.3333
61,30.3333
62,32.0000
63,31.0000
64,30.3333
65,30.6667
66,31.3333
67,29.3333
68,31.0000
69,30.6667
70,30.3333
71,30.6667
72,31.3333
73,31.3333
74,31.6667
75,31.3333
76,32.6667
77,33.3333
78,33.0000
79,31.3333
80,32.0000
81,32.6667
82,34.3333
83,32.6667
84,31.6667
85,32.6667
86,31.6667
87,32.3333
88,32.6667
89,34.6667
90,32.6667
91,34.0000
92,32.0000
93,32.0000
94,33.3333
95,32.0000
96,33.6667
97,34.0000
98,34.3333
99,34.3333
100,34.3333
101,35.0000
102,33.6667
103,34.0000
104,35.0000
105,34.3333
106,33.6667
107,32.6667
108,34.3333
109,33.3333
110,35.6667
111,34.6667
112,36.6667
113,35.6667
114,34.6667
115,35.6667
116,35.6667
117,35.6667
118,35.3333
119,34.6667
120,37.6667
121,37.3333
122,37.3333
123,37.3333
124,38.3333
125,37.6667
126,39.3333
127,38.6667
128,39.3333
129,37.3333
130,37.6667
131,35.0000
132,37.0000
133,37.0000
134,40.3333
135,38.3333
136,38.6667
137,38.3333
138,39.0000
139,38.6667
140,40.3333
141,41.0000
142,41.6667
143,43.0000
144,43.0000
145,41.3333
146,44.6667
147,44.6667
148,45.3333
149,46.0000
150,47.0000
151,44.6667
152,45.3333
153,44.6667
154,45.6667
155,47.6667
156,45.3333
157,45.3333
158,47.6667
159,48.0000
160,48.3333
161,49.0000
162,48.3333
163,49.6667
164,50.6667
165,50.3333
166,50.6667
167,51.6667
168,51.3333
169,52.6667
170,53.3333
171,52.0000
172,52.3333
173,52.3333
174,53.0000
175,53.6667
176,55.0000
177,54.3333
178,54.6667
