Distance_(pixels),Gray_Value
0,0.0000
1,0.0000
2,0.0000
3,0.0000
4,0.0000
5,0.0000
6,0.0000
7,0.0000
8,0.0000
9,0.0000
10,0.0000
11,0.0000
12,0.0000
13,0.0000
14,0.0000
15,0.0000
16,0.0000
17,0.0000
18,0.0000
19,0.0000
20,0.0000
21,0.0000
22,0.0000
23,0.0000
24,0.0000
25,0.0000
26,0.0000
27,0.0000
28,0.0000
29,0.0000
30,0.0000
31,0.0000
32,0.0000
33,0.0000
34,0.0000
35,0.0000
36,0.0000
37,0.0000
38,0.0000
39,0.0000
40,0.0000
41,0.0000
42,0.0000
43,0.0000
44,0.0000
45,0.0000
46,0.0000
47,0.0000
48,0.0000
49,0.0000
50,0.0000
51,0.0000
52,0.0000
53,0.0000
54,0.0000
55,0.0000
56,0.0000
57,0.0000
58,0.0000
59,0.0000
60,0.0000
61,0.0000
62,0.0000
63,0.0000
64,0.0000
65,0.0000
66,0.0000
67,0.0000
68,0.0000
69,0.0000
70,0.0000
71,0.0000
72,0.0000
73,0.0000
74,0.0000
75,0.0000
76,0.0000
77,0.0000
78,0.0000
79,0.0000
80,0.0000
81,0.0000
82,0.0000
83,0.0000
84,0.0000
85,0.0000
86,0.0000
87,0.0000
88,0.0000
89,0.0000
90,0.0000
91,0.0000
92,0.0000
93,0.0000
94,0.0000
95,0.0000
96,0.0000
97,0.0000
98,0.0000
99,0.0000
100,0.0000
101,0.0000
102,0.0000
103,0.0000
104,0.0000
105,0.0000
106,0.0000
107,0.0000
108,0.0000
109,0.0000
110,0.0000
111,0.0000
112,0.0000
113,0.0000
114,0.0000
115,0.0000
116,0.0000
117,0.0000
118,0.0000
119,0.0000
120,0.0000
121,0.0000
122,0.0000
123,0.0000
124,0.0000
125,0.0000
126,0.0000
127,0.0000
128,0.0000
129,0.0000
130,0.0000
131,0.0000
132,0.0000
133,0.0000
134,0.0000
135,0.0000
136,0.0000
137,0.0000
138,0.0000
139,0.0000
140,0.0000
141,0.0000
142,0.0000
143,0.0000
144,0.0000
145,0.0000
146,0.0000
147,0.0000
148,0.0000
149,0.0000
150,0.0000
151,0.0000
152,0.0000
153,0.0000
154,0.0000
155,0.0000
156,0.0000
157,0.0000
158,0.0000
159,0.0000
160,0.0000
161,0.0000
162,0.0000
163,0.0000
164,0.0000
165,0.0000
166,0.0000
167,0.0000
168,0.0000
169,0.0000
170,0.0000
171,0.0000
172,0.0000
173,0.0000
174,0.0000
175,0.0000
176,0.0000
177,0.0000
178,0.0000
179,0.0000
180,0.0000
181,0.0000
182,0.0000
183,0.0000
184,0.0000
185,0.0000
186,0.0000
187,0.0000
188,0.0000
189,0.0000
190,0.0000
191,0.0000
192,0.0000
193,0.0000
194,0.0000
195,0.0000
196,0.0000
197,0.0000
198,0.0000
199,0.0000
200,0.0000
201,0.0000
202,0.0000
203,0.0000
204,0.0000
205,15.6667
206,15.6667
207,15.3333
208,16.3333
209,9.3333
210,11.6667
211,12.3333
212,11.3333
213,13.6667
214,15.3333
215,16.3333
216,15.3333
217,14.6667
218,14.3333
219,9.3333
220,11.6667
221,13.0000
222,14.6667
223,13.0000
224,12.3333
225,11.6667
226,14.6667
227,15.6667
228,13.6667
229,17.3333
230,19.6667
231,17.6667
232,19.3333
233,16.3333
234,15.3333
235,13.0000
236,13.0000
237,13.0000
238,14.3333
239,15.6667
240,18.6667
241,18.3333
242,18.3333
243,19.3333
244,16.0000
245,17.0000
246,13.0000
247,12.6667
248,15.6667
249,19.0000
250,18.6667
251,17.3333
252,17.0000
253,18.0000
254,14.6667
255,14.0000
256,14.6667
257,15.0000
258,15.0000
259,17.3333
260,19.0000
261,18.0000
262,20.3333
263,18.6667
264,14.3333
265,15.6667
266,18.6667
267,19.0000
268,15.3333
269,17.6667
270,20.3333
271,18.6667
272,20.3333
273,18.6667
274,19.3333
275,15.0000
276,19.6667
277,19.6667
278,16.3333
279,19.3333
280,20.6667
281,18.0000
282,18.3333
283,21.3333
284,16.3333
285,16.6667
286,19.0000
287,17.3333
288,15.0000
289,13.6667
290,15.3333
291,17.0000
292,17.0000
293,17.0000
294,16.3333
295,19.3333
296,20.3333
297,21.0000
298,20.3333
299,20.3333
300,17.3333
301,16.3333
302,19.0000
303,18.6667
304,19.0000
305,20.3333
306,20.3333
307,18.0000
308,20.3333
309,19.3333
310,17.0000
311,17.3333
312,18.6667
313,20.3333
314,20.3333
315,17.3333
316,20.3333
317,21.3333
318,20.6667
319,21.0000
320,19.6667
321,19.3333
322,18.0000
323,19.3333
324,23.0000
325,21.0000
326,19.3333
327,19.0000
328,20.6667
329,19.3333
330,18.0000
331,21.3333
332,19.3333
333,19.0000
334,19.6667
335,22.0000
336,19.0000
337,17.0000
338,17.6667
339,17.3333
340,17.3333
341,20.3333
342,20.3333
343,18.6667
344,16.6667
345,19.3333
346,20.3333
347,19.6667
348,17.6667
349,17.6667
350,18.3333
351,20.3333
352,22.0000
353,19.6667
354,23.0000
355,21.6667
356,22.0000
357,22.0000
358,18.6667
359,19.6667
360,22.3333
361,19.6667
362,20.3333
363,19.0000
364,17.3333
365,21.0000
366,21.3333
367,22.0000
368,20.6667
369,19.0000
370,19.0000
371,19.6667
372,19.0000
373,17.0000
374,19.0000
375,20.6667
376,21.3333
377,21.3333
378,18.3333
379,18.6667
380,19.3333
381,19.6667
382,20.0000
383,21.0000
384,23.3333
385,23.6667
386,22.3333
387,20.3333
388,21.3333
389,22.0000
390,21.3333
391,22.0000
392,22.0000
393,20.6667
394,22.0000
395,23.0000
396,21.6667
397,19.6667
398,21.3333
399,18.3333
400,21.0000
401,22.0000
402,23.3333
403,23.0000
404,22.0000
405,24.0000
406,21.0000
407,18.6667
408,21.3333
409,21.0000
410,22.3333
411,23.0000
412,21.0000
413,22.6667
414,23.0000
415,22.3333
416,23.0000
417,22.0000
418,23.0000
419,21.6667
420,21.0000
421,24.0000
422,23.0000
423,20.6667
424,19.3333
425,18.6667
426,20.3333
427,24.0000
428,26.0000
429,27.0000
430,24.0000
431,23.0000
432,23.0000
433,22.6667
434,23.3333
435,22.6667
436,23.0000
437,22.3333
438,23.6667
439,21.3333
440,23.0000
441,23.0000
442,23.0000
443,21.6667
444,23.6667
445,25.0000
446,21.0000
447,24.0000
448,23.6667
449,24.0000
450,23.0000
451,22.0000
452,23.3333
453,22.6667
454,22.6667
455,19.6667
456,23.0000
457,25.3333
458,25.3333
459,23.3333
460,23.3333
461,23.0000
462,22.3333
463,24.3333
464,24.3333
465,25.3333
466,24.0000
467,23.0000
468,26.3333
469,27.3333
470,28.0000
471,28.0000
472,28.0000
473,27.0000
474,23.3333
475,27.3333
476,28.0000
477,27.6667
478,28.6667
479,23.6667
480,25.0000
481,24.3333
482,24.3333
483,24.3333
484,24.0000
485,26.0000
486,26.0000
487,24.3333
488,25.3333
489,25.6667
490,25.6667
491,25.0000
492,25.3333
493,25.3333
494,25.6667
495,25.0000
496,24.6667
497,23.3333
498,25.6667
499,26.3333
500,25.6667
501,26.3333
502,25.6667
503,25.6667
504,25.6667
505,24.3333
506,25.0000
507,25.3333
508,26.6667
509,30.0000
510,29.0000
511,29.3333
512,25.6667
513,26.0000
514,27.0000
515,26.0000
516,26.6667
517,25.6667
518,27.6667
519,25.6667
520,28.3333
521,27.0000
522,26.6667
523,26.3333
524,28.3333
525,27.3333
526,27.6667
527,29.0000
528,28.6667
529,29.6667
530,29.0000
531,28.3333
532,27.6667
533,27.3333
534,28.0000
535,26.6667
536,27.0000
537,26.0000
538,26.6667
539,26.6667
540,27.0000
541,25.0000
542,26.6667
543,26.3333
544,28.6667
545,28.0000
546,28.0000
547,27.3333
548,28.6667
549,27.3333
550,28.3333
551,31.3333
552,29.0000
553,29.6667
554,28.0000
555,29.6667
556,30.3333
557,33.3333
558,31.6667
559,31.6667
560,31.6667
561,27.0000
562,27.6667
563,27.3333
564,29.6667
565,28.6667
566,29.3333
567,28.0000
568,29.0000
569,29.3333
570,31.6667
571,30.6667
572,29.6667
573,28.6667
574,30.3333
575,29.0000
576,30.0000
577,30.3333
578,31.3333
579,29.6667
580,31.3333
581,32.6667
582,32.6667
583,30.3333
584,31.3333
585,29.3333
586,30.3333
587,30.6667
588,31.3333
589,31.0000
590,30.6667
591,31.3333
592,32.0000
593,31.3333
594,32.6667
595,30.3333
596,32.6667
597,34.0000
598,32.3333
599,30.6667
600,31.0000
601,31.3333
602,33.0000
603,31.6667
604,33.0000
605,34.0000
606,33.3333
607,33.3333
608,34.3333
609,33.3333
610,34.0000
611,31.6667
612,32.0000
613,32.0000
614,32.3333
615,33.0000
616,33.6667
617,32.6667
618,33.0000
619,34.0000
620,33.3333
621,33.6667
622,34.6667
623,35.6667
624,35.0000
625,36.3333
626,35.6667
627,34.6667
628,34.0000
629,33.3333
630,35.3333
631,35.3333
632,36.3333
633,35.6667
634,35.0000
635,35.3333
636,35.6667
637,37.0000
638,37.3333
639,38.3333
640,37.3333
641,36.0000
642,37.6667
643,38.3333
644,39.3333
645,39.0000
646,39.6667
647,39.3333
648,40.0000
649,40.0000
650,40.3333
651,40.0000
652,40.0000
