Distance_(pixels),Gray_Value
0,0.0000
1,0.0000
2,0.0000
3,0.0000
4,0.0000
5,0.0000
6,0.0000
7,0.0000
8,0.0000
9,0.0000
10,0.0000
11,0.0000
12,0.0000
13,0.0000
14,0.0000
15,0.0000
16,0.0000
17,0.0000
18,0.0000
19,0.0000
20,0.0000
21,0.0000
22,0.0000
23,0.0000
24,0.0000
25,0.0000
26,0.0000
27,0.0000
28,0.0000
29,0.0000
30,0.0000
31,0.0000
32,0.0000
33,0.0000
34,0.0000
35,0.0000
36,0.0000
37,0.0000
38,0.0000
39,0.0000
40,0.0000
41,0.0000
42,0.0000
43,0.0000
44,0.0000
45,0.0000
46,0.0000
47,0.0000
48,0.0000
49,0.0000
50,0.0000
51,0.0000
52,0.0000
53,0.0000
54,0.0000
55,0.0000
56,0.0000
57,0.0000
58,0.0000
59,0.0000
60,0.0000
61,0.0000
62,0.0000
63,0.0000
64,0.0000
65,0.0000
66,0.0000
67,0.0000
68,0.0000
69,0.0000
70,0.0000
71,0.0000
72,0.0000
73,0.0000
74,0.0000
75,0.0000
76,0.0000
77,0.0000
78,0.0000
79,0.0000
80,0.0000
81,0.0000
82,0.0000
83,0.0000
84,0.0000
85,0.0000
86,0.0000
87,0.0000
88,0.0000
89,0.0000
90,0.0000
91,0.0000
92,0.0000
93,0.0000
94,0.0000
95,0.0000
96,0.0000
97,0.0000
98,0.0000
99,0.0000
100,0.0000
101,0.0000
102,0.0000
103,0.0000
104,0.0000
105,0.0000
106,0.0000
107,0.0000
108,0.0000
109,0.0000
110,0.0000
111,0.0000
112,0.0000
113,0.0000
114,0.0000
115,0.0000
116,0.0000
117,0.0000
118,0.0000
119,0.0000
120,0.0000
121,0.0000
122,0.0000
123,0.0000
124,0.0000
125,0.0000
126,0.0000
127,0.0000
128,0.0000
129,0.0000
130,0.0000
131,0.0000
132,0.0000
133,0.0000
134,0.0000
135,0.0000
136,0.0000
137,0.0000
138,0.0000
139,0.0000
140,0.0000
141,0.0000
142,0.0000
143,0.0000
144,0.0000
145,0.0000
146,0.0000
147,0.0000
148,0.0000
149,0.0000
150,0.0000
151,0.0000
152,0.0000
153,0.0000
154,0.0000
155,0.0000
156,0.0000
157,0.0000
158,0.0000
159,0.0000
160,0.0000
161,0.0000
162,0.0000
163,0.0000
164,0.0000
165,0.0000
166,0.0000
167,0.0000
168,0.0000
169,0.0000
170,0.0000
171,0.0000
172,0.0000
173,0.0000
174,0.0000
175,0.0000
176,0.0000
177,0.0000
178,0.0000
179,0.0000
180,0.0000
181,0.0000
182,0.0000
183,0.0000
184,0.0000
185,0.0000
186,0.0000
187,0.0000
188,0.0000
189,0.0000
190,0.0000
191,0.0000
192,0.0000
193,0.0000
194,0.0000
195,0.0000
196,0.0000
197,0.0000
198,0.0000
199,0.0000
200,0.0000
201,0.0000
202,0.0000
203,0.0000
204,0.0000
205,19.0000
206,19.0000
207,19.0000
208,18.6667
209,20.0000
210,17.6667
211,20.3333
212,19.3333
213,17.0000
214,16.0000
215,17.6667
216,19.6667
217,18.0000
218,20.3333
219,18.3333
220,17.0000
221,16.0000
222,20.6667
223,20.3333
224,19.3333
225,18.6667
226,16.3333
227,20.6667
228,20.3333
229,20.3333
230,18.0000
231,18.0000
232,19.0000
233,21.6667
234,18.6667
235,17.3333
236,17.6667
237,20.3333
238,18.0000
239,20.3333
240,17.6667
241,19.0000
242,17.6667
243,20.3333
244,20.6667
245,22.0000
246,21.3333
247,18.3333
248,20.3333
249,20.3333
250,18.0000
251,23.3333
252,21.3333
253,21.6667
254,19.0000
255,17.0000
256,17.0000
257,19.6667
258,23.3333
259,21.3333
260,19.0000
261,19.3333
262,20.3333
263,22.0000
264,19.0000
265,19.0000
266,21.0000
267,18.6667
268,19.0000
269,21.0000
270,23.6667
271,22.6667
272,21.3333
273,22.3333
274,22.0000
275,24.6667
276,23.6667
277,20.6667
278,21.3333
279,21.3333
280,23.0000
281,23.0000
282,23.0000
283,22.0000
284,23.0000
285,23.6667
286,21.0000
287,21.0000
288,22.0000
289,26.0000
290,26.0000
291,23.3333
292,22.0000
293,24.0000
294,23.3333
295,21.0000
296,23.0000
297,22.0000
298,21.3333
299,21.3333
300,21.0000
301,22.6667
302,22.0000
303,20.0000
304,20.3333
305,25.0000
306,25.0000
307,22.6667
308,22.6667
309,22.0000
310,22.6667
311,21.6667
312,21.3333
313,22.6667
314,23.6667
315,24.6667
316,25.3333
317,22.6667
318,22.3333
319,20.6667
320,21.0000
321,22.0000
322,23.3333
323,23.0000
324,22.3333
325,23.0000
326,24.0000
327,23.6667
328,23.6667
329,23.3333
330,23.3333
331,24.0000
332,23.0000
333,23.3333
334,23.6667
335,24.0000
336,24.0000
337,22.0000
338,22.6667
339,21.3333
340,23.0000
341,23.6667
342,23.0000
343,23.6667
344,25.6667
345,28.0000
346,24.0000
347,23.6667
348,23.0000
349,23.0000
350,24.0000
351,23.3333
352,23.0000
353,27.3333
354,26.6667
355,26.6667
356,26.6667
357,26.3333
358,23.3333
359,23.0000
360,23.0000
361,23.0000
362,23.0000
363,23.0000
364,23.3333
365,23.0000
366,24.3333
367,24.3333
368,23.6667
369,23.0000
370,23.0000
371,22.0000
372,24.3333
373,23.6667
374,25.3333
375,23.3333
376,23.3333
377,22.6667
378,23.3333
379,23.6667
380,25.0000
381,23.3333
382,24.6667
383,24.0000
384,22.3333
385,24.0000
386,25.6667
387,24.3333
388,25.6667
389,27.6667
390,29.0000
391,24.3333
392,24.3333
393,22.6667
394,24.3333
395,25.0000
396,24.0000
397,23.3333
398,25.3333
399,24.3333
400,26.3333
401,25.3333
402,25.3333
403,27.6667
404,29.0000
405,23.0000
406,24.0000
407,24.3333
408,25.6667
409,30.0000
410,29.0000
411,28.0000
412,25.6667
413,22.3333
414,25.0000
415,25.3333
416,25.6667
417,25.0000
418,29.0000
419,29.0000
420,25.3333
421,25.3333
422,25.6667
423,26.6667
424,25.6667
425,27.3333
426,26.0000
427,29.0000
428,29.3333
429,29.3333
430,29.3333
431,28.3333
432,26.0000
433,22.3333
434,25.6667
435,25.0000
436,25.0000
437,22.3333
438,28.3333
439,29.0000
440,28.3333
441,26.3333
442,28.3333
443,29.3333
444,28.6667
445,26.0000
446,27.3333
447,27.6667
448,26.6667
449,26.6667
450,26.0000
451,28.3333
452,30.3333
453,29.3333
454,26.6667
455,25.3333
456,27.3333
457,27.6667
458,27.0000
459,27.0000
460,26.0000
461,25.3333
462,28.6667
463,31.6667
464,29.3333
465,29.0000
466,26.6667
467,27.6667
468,28.0000
469,25.6667
470,26.6667
471,27.6667
472,27.6667
473,28.3333
474,27.0000
475,28.6667
476,29.0000
477,29.0000
478,31.6667
479,30.3333
480,28.3333
481,28.3333
482,29.0000
483,30.3333
484,30.6667
485,31.0000
486,28.6667
487,30.0000
488,30.6667
489,29.6667
490,30.6667
491,28.6667
492,28.0000
493,25.3333
494,28.0000
495,28.6667
496,30.0000
497,31.0000
498,30.6667
499,29.6667
500,29.3333
501,30.3333
502,30.3333
503,30.6667
504,29.6667
505,30.0000
506,29.6667
507,28.0000
508,30.0000
509,29.0000
510,29.6667
511,32.3333
512,30.6667
513,30.3333
514,29.6667
515,27.3333
516,28.6667
517,31.0000
518,31.0000
519,29.3333
520,30.3333
521,29.6667
522,31.0000
523,30.6667
524,31.0000
525,31.3333
526,31.3333
527,32.0000
528,33.0000
529,32.0000
530,33.0000
531,32.6667
532,32.6667
533,30.0000
534,31.0000
535,32.6667
536,33.6667
537,29.6667
538,32.0000
539,31.3333
540,31.6667
541,32.3333
542,32.3333
543,31.0000
544,32.6667
545,31.3333
546,32.6667
547,32.3333
548,32.6667
549,31.6667
550,30.6667
551,32.0000
552,31.3333
553,32.3333
554,32.3333
555,33.3333
556,34.0000
557,32.0000
558,33.0000
559,33.6667
560,33.6667
561,34.3333
562,34.3333
563,31.3333
564,34.6667
565,35.0000
566,33.3333
567,33.6667
568,32.6667
569,32.6667
570,34.3333
571,34.3333
572,34.3333
573,34.3333
574,35.3333
575,34.6667
576,34.3333
577,34.3333
578,34.3333
579,34.3333
580,33.6667
581,33.6667
582,35.6667
583,33.3333
584,33.6667
585,34.3333
586,35.3333
587,34.6667
588,34.6667
589,34.3333
590,35.3333
591,34.3333
592,34.3333
593,34.6667
594,36.6667
595,34.6667
596,35.3333
597,39.0000
598,36.3333
599,36.3333
600,37.0000
601,36.0000
602,38.0000
603,37.3333
604,39.0000
605,35.0000
606,35.6667
607,36.3333
608,37.3333
609,35.0000
610,35.6667
611,35.6667
612,35.3333
613,35.6667
614,35.6667
615,36.3333
616,38.0000
617,38.0000
618,37.3333
619,37.3333
620,36.6667
621,37.6667
622,39.0000
623,39.3333
624,38.6667
625,38.6667
626,39.3333
627,37.3333
628,39.0000
629,39.0000
630,39.6667
631,39.3333
632,39.3333
633,39.6667
634,39.6667
635,40.0000
636,40.3333
637,40.3333
638,40.6667
639,40.3333
640,41.0000
641,42.0000
642,41.6667
643,40.0000
644,39.6667
645,39.3333
646,40.3333
647,40.0000
648,41.0000
649,41.0000
650,42.0000
651,40.6667
652,43.0000
