Distance_(pixels),Gray_Value
0,47.0000
1,46.0000
2,46.6667
3,46.3333
4,48.0000
5,46.3333
6,47.0000
7,45.6667
8,48.0000
9,47.3333
10,49.0000
11,49.6667
12,49.0000
13,48.0000
14,49.6667
15,51.0000
16,49.6667
17,48.3333
18,50.0000
19,48.0000
20,49.6667
21,47.3333
22,50.6667
23,49.6667
24,50.6667
25,49.6667
26,49.6667
27,50.6667
28,50.6667
29,50.6667
30,49.6667
31,51.6667
32,50.3333
33,51.3333
34,51.6667
35,51.0000
36,52.0000
37,50.6667
38,51.3333
39,52.3333
40,51.3333
41,53.0000
42,52.3333
43,52.6667
44,53.6667
45,52.3333
46,53.0000
47,52.3333
48,52.3333
49,52.6667
50,54.3333
51,53.6667
52,54.6667
53,54.6667
54,53.6667
55,53.0000
56,54.3333
57,54.3333
58,54.3333
59,54.0000
60,53.6667
61,53.6667
62,53.6667
63,53.6667
64,53.6667
65,55.3333
66,55.6667
67,56.3333
68,55.6667
69,56.6667
70,55.6667
71,55.3333
72,55.3333
73,58.0000
74,57.6667
75,56.3333
76,59.0000
77,59.0000
78,58.3333
79,57.3333
80,58.3333
81,56.6667
82,57.3333
83,58.3333
84,59.0000
85,59.0000
86,58.3333
87,57.3333
88,58.3333
89,60.0000
90,58.3333
91,56.3333
92,57.3333
93,56.6667
94,57.6667
95,59.3333
96,60.0000
97,60.0000
98,60.6667
99,59.3333
100,59.3333
101,60.0000
102,61.0000
103,60.3333
104,60.6667
105,60.6667
106,60.6667
107,60.0000
108,61.3333
109,62.6667
110,62.0000
111,60.0000
112,62.0000
113,62.6667
114,63.0000
115,62.6667
116,62.0000
117,61.3333
118,61.6667
119,61.0000
120,61.6667
121,63.0000
122,63.6667
123,62.3333
124,63.0000
125,63.0000
126,64.6667
127,63.0000
128,62.0000
129,62.6667
130,62.3333
131,62.0000
132,63.6667
133,63.0000
134,64.0000
135,63.6667
136,65.6667
137,64.6667
138,65.0000
139,63.6667
140,63.0000
141,63.0000
142,63.0000
143,62.3333
144,64.0000
145,63.6667
146,64.0000
147,65.0000
148,64.0000
