Distance_(pixels),Gray_Value
0,36.6667
1,36.3333
2,36.6667
3,36.3333
4,38.0000
5,35.3333
6,36.0000
7,34.3333
8,36.3333
9,35.3333
10,36.3333
11,36.3333
12,38.3333
13,37.3333
14,37.3333
15,35.6667
16,36.6667
17,35.6667
18,38.6667
19,38.3333
20,38.3333
21,37.6667
22,37.6667
23,37.3333
24,39.3333
25,39.6667
26,39.3333
27,39.0000
28,39.0000
29,37.3333
30,38.3333
31,38.0000
32,39.6667
33,39.3333
34,39.0000
35,38.0000
36,38.0000
37,37.3333
38,38.0000
39,39.0000
40,40.0000
41,39.6667
42,40.3333
43,40.6667
44,40.3333
45,39.6667
46,39.6667
47,41.0000
48,40.0000
49,39.6667
50,39.0000
51,39.0000
52,41.3333
53,42.0000
54,43.3333
55,42.0000
56,41.0000
57,42.6667
58,42.6667
59,42.6667
60,41.6667
61,42.3333
62,42.0000
63,41.0000
64,41.0000
65,42.0000
66,42.0000
67,43.0000
68,42.6667
69,42.6667
70,42.6667
71,42.6667
72,45.0000
73,44.6667
74,44.0000
75,44.0000
76,43.3333
77,44.3333
78,45.3333
79,43.3333
80,44.6667
81,44.0000
82,45.6667
83,44.6667
84,45.6667
85,45.3333
86,46.3333
87,45.3333
88,47.0000
89,47.0000
90,47.3333
91,47.0000
92,48.0000
93,47.6667
94,47.6667
95,47.6667
96,48.3333
97,49.0000
98,48.6667
99,49.0000
100,49.0000
101,49.6667
102,50.6667
103,51.6667
104,52.6667
105,53.3333
106,55.0000
107,53.0000
108,54.3333
109,54.6667
110,56.3333
111,55.6667
112,56.6667
113,57.3333
114,56.6667
115,56.6667
116,58.0000
117,59.0000
118,60.0000
119,59.3333
120,60.0000
121,60.6667
122,61.0000
123,61.3333
124,63.0000
125,64.0000
126,64.6667
127,63.6667
128,64.6667
129,64.3333
130,66.6667
131,68.0000
132,68.0000
133,68.3333
134,68.3333
135,68.0000
136,69.0000
137,69.6667
138,70.3333
139,68.6667
140,69.6667
141,69.6667
142,71.0000
143,71.6667
144,71.6667
145,71.6667
146,72.6667
147,73.3333
148,74.3333
149,74.3333
150,75.6667
151,75.6667
152,76.3333
153,76.6667
154,76.0000
155,75.6667
156,75.0000
157,75.0000
158,76.0000
159,75.6667
160,76.3333
161,77.3333
162,76.0000
163,76.3333
164,75.0000
165,74.6667
166,76.0000
167,78.0000
168,76.6667
169,76.0000
170,76.3333
171,78.0000
172,78.6667
173,78.0000
174,77.0000
175,76.3333
176,78.0000
177,79.0000
178,78.0000
179,77.3333
180,78.0000
181,78.6667
182,78.6667
183,77.3333
184,79.6667
185,80.6667
186,79.0000
187,79.3333
188,79.3333
189,80.3333
190,79.0000
191,78.6667
192,79.6667
193,79.6667
194,79.6667
195,78.3333
196,81.0000
197,78.6667
198,79.3333
199,79.3333
200,80.0000
201,79.0000
202,79.0000
203,79.0000
204,80.0000
205,81.0000
206,79.3333
207,79.3333
208,80.3333
209,79.6667
210,80.0000
211,80.0000
212,79.6667
213,80.6667
214,81.0000
215,80.0000
216,79.6667
217,78.6667
218,78.6667
219,79.0000
220,79.6667
221,80.3333
222,80.6667
223,80.6667
224,80.3333
225,81.0000
226,82.3333
227,82.3333
228,81.6667
229,80.0000
230,79.3333
231,80.6667
232,81.0000
233,81.0000
234,81.0000
235,80.3333
236,80.0000
237,79.3333
238,81.3333
239,82.3333
240,81.0000
241,80.0000
242,80.6667
243,81.0000
244,80.3333
245,79.6667
246,79.6667
247,80.0000
248,81.0000
249,80.0000
