Distance_(pixels),Gray_Value
0,40.3333
1,40.0000
2,39.3333
3,39.3333
4,41.3333
5,41.3333
6,41.0000
7,39.3333
8,41.3333
9,41.3333
10,41.6667
11,38.3333
12,40.0000
13,39.6667
14,41.6667
15,40.0000
16,42.0000
17,42.0000
18,42.6667
19,42.0000
20,44.6667
21,43.6667
22,43.6667
23,41.3333
24,41.6667
25,40.6667
26,40.3333
27,39.6667
28,42.0000
29,43.0000
30,43.0000
31,44.0000
32,42.6667
33,43.6667
34,43.6667
35,43.6667
36,43.3333
37,42.6667
38,43.0000
39,45.0000
40,43.6667
41,43.0000
42,43.0000
43,44.0000
44,44.0000
45,44.3333
46,44.3333
47,44.0000
48,44.0000
49,44.3333
50,45.6667
51,44.0000
52,45.6667
53,45.6667
54,45.0000
55,45.3333
56,43.6667
57,43.0000
58,44.3333
59,44.0000
60,45.6667
61,45.3333
62,45.6667
63,45.0000
64,47.0000
65,47.0000
66,47.0000
67,46.0000
68,46.3333
69,46.3333
70,47.3333
71,47.6667
72,48.6667
73,47.3333
74,47.3333
75,47.3333
76,48.0000
77,46.6667
78,47.3333
79,47.3333
80,49.0000
81,49.6667
82,50.6667
83,49.3333
84,49.0000
85,49.0000
86,49.6667
87,49.3333
88,49.6667
89,49.6667
90,49.6667
91,48.3333
92,50.3333
93,49.6667
94,51.3333
95,49.3333
96,50.3333
97,48.3333
98,50.0000
99,50.0000
100,49.6667
101,50.0000
102,51.3333
103,51.6667
104,50.6667
105,51.3333
106,50.6667
107,50.6667
108,52.3333
109,53.3333
110,51.3333
111,50.6667
112,51.0000
113,50.0000
114,51.0000
115,50.0000
116,53.0000
117,50.3333
118,51.3333
119,53.0000
120,53.6667
121,55.3333
122,52.6667
123,52.3333
124,54.3333
125,54.0000
126,54.3333
127,52.0000
128,53.0000
129,53.3333
130,54.0000
131,53.6667
132,55.3333
133,55.0000
134,56.3333
135,55.3333
136,54.6667
137,55.6667
138,55.3333
139,55.6667
140,56.6667
141,55.3333
142,56.6667
143,55.0000
144,57.0000
145,57.3333
146,58.3333
147,58.3333
148,57.6667
149,56.3333
150,56.0000
151,57.3333
152,59.3333
153,59.6667
154,58.3333
155,57.3333
156,58.3333
157,59.3333
158,58.0000
159,59.0000
160,58.3333
161,58.6667
162,58.6667
163,57.0000
164,58.6667
165,60.0000
166,60.6667
167,59.0000
168,59.6667
169,60.0000
170,60.6667
171,58.6667
172,59.3333
173,60.6667
174,60.6667
175,59.6667
176,60.6667
177,60.3333
178,60.3333
179,59.6667
180,59.6667
181,59.6667
182,61.3333
183,61.3333
184,62.0000
185,61.3333
186,60.0000
187,60.0000
188,61.0000
189,62.0000
190,60.6667
191,60.0000
192,61.3333
193,62.0000
194,61.3333
195,60.3333
196,60.3333
197,61.6667
198,62.0000
199,60.6667
200,61.3333
201,62.0000
202,63.0000
203,63.6667
204,63.0000
205,62.3333
206,63.0000
207,64.0000
208,62.6667
209,62.6667
210,63.3333
211,63.6667
212,63.6667
213,63.3333
214,62.3333
215,62.0000
216,63.0000
217,64.6667
218,64.3333
219,65.0000
220,63.6667
221,63.0000
222,63.6667
223,63.6667
224,65.0000
225,65.0000
226,65.0000
227,62.0000
228,64.0000
229,64.6667
230,65.3333
231,63.6667
232,64.3333
233,64.0000
234,64.0000
235,65.6667
236,66.0000
237,64.0000
238,66.0000
239,67.6667
240,65.6667
241,65.0000
242,65.0000
243,65.0000
244,64.6667
245,65.0000
246,63.6667
247,64.6667
248,66.0000
249,64.6667
